code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,course_length,date_registration,date_unregistration,status,prop_submissions,avg_score,submission_distance,stu_activity_count,stu_activity_type_count,stu_total_clicks,stu_days_active,mod_pres_vle_type_count,year,month,subject,final_result
AAA,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,268,-31.0,268.0,keep,0.8333333333333334,48.833333333333336,265.0,627,7,1829,117,9,2013,Oct,SocSci,Fail
AAA,M,London Region,HE Qualification,20-30%,35-55,0,60,N,268,-36.0,268.0,keep,0.8333333333333334,64.5,265.0,263,6,658,56,9,2013,Oct,SocSci,Pass
AAA,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-16.0,268.0,keep,0.8333333333333334,46.333333333333336,265.0,351,8,1174,68,9,2013,Oct,SocSci,Pass
AAA,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,268,-198.0,268.0,keep,0.8333333333333334,65.33333333333333,265.0,752,8,1969,193,9,2013,Oct,SocSci,Pass
AAA,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,268,-103.0,268.0,keep,0.8333333333333334,59.5,265.0,815,8,2580,166,9,2013,Oct,SocSci,Pass
AAA,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,268,-117.0,268.0,keep,0.8333333333333334,64.0,265.0,518,7,1481,139,9,2013,Oct,SocSci,Pass
AAA,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,268,-68.0,268.0,keep,0.8333333333333334,49.0,265.0,299,8,844,53,9,2013,Oct,SocSci,Pass
AAA,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,268,-172.0,268.0,keep,0.8333333333333334,54.0,265.0,1370,6,4963,204,9,2013,Oct,SocSci,Pass
AAA,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,268,-145.0,268.0,keep,0.8333333333333334,59.166666666666664,265.0,345,8,1066,69,9,2013,Oct,SocSci,Pass
AAA,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,268,-191.0,268.0,keep,0.8333333333333334,63.833333333333336,265.0,717,6,2407,119,9,2013,Oct,SocSci,Pass
AAA,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,268,-33.0,268.0,keep,0.8333333333333334,62.166666666666664,265.0,716,7,3210,116,9,2013,Oct,SocSci,Fail
AAA,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,268,-68.0,268.0,keep,0.8333333333333334,63.666666666666664,265.0,639,7,3348,128,9,2013,Oct,SocSci,Pass
AAA,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,268,-138.0,268.0,keep,0.8333333333333334,66.0,265.0,297,6,1183,63,9,2013,Oct,SocSci,Distinction
AAA,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,268,-74.0,268.0,keep,0.8333333333333334,61.166666666666664,265.0,183,6,492,49,9,2013,Oct,SocSci,Pass
AAA,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,268,-64.0,268.0,keep,0.8333333333333334,46.166666666666664,265.0,77,7,130,15,9,2013,Oct,SocSci,Fail
AAA,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,268,-107.0,268.0,keep,0.8333333333333334,50.5,265.0,478,8,1961,87,9,2013,Oct,SocSci,Pass
AAA,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-8.0,268.0,keep,0.8333333333333334,59.166666666666664,265.0,284,8,1046,68,9,2013,Oct,SocSci,Pass
AAA,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-52.0,268.0,keep,0.8333333333333334,56.5,265.0,144,7,483,47,9,2013,Oct,SocSci,Pass
AAA,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,268,-96.0,268.0,keep,0.8333333333333334,58.666666666666664,265.0,496,8,1740,108,9,2013,Oct,SocSci,Pass
AAA,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-141.0,268.0,keep,0.8333333333333334,62.5,265.0,153,6,652,33,9,2013,Oct,SocSci,Pass
AAA,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-132.0,268.0,keep,0.8333333333333334,69.66666666666667,265.0,1879,9,5231,229,9,2013,Oct,SocSci,Distinction
AAA,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,268,-27.0,268.0,keep,0.6666666666666666,31.166666666666668,284.0,114,6,187,28,9,2013,Oct,SocSci,Pass
AAA,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,268,-80.0,268.0,keep,0.8333333333333334,65.16666666666667,265.0,438,8,1775,119,9,2013,Oct,SocSci,Pass
AAA,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-145.0,268.0,keep,0.8333333333333334,44.0,265.0,256,7,865,94,9,2013,Oct,SocSci,Pass
AAA,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,268,-17.0,268.0,keep,0.8333333333333334,41.833333333333336,265.0,300,6,709,87,9,2013,Oct,SocSci,Fail
AAA,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,268,-115.0,268.0,keep,0.8333333333333334,72.33333333333333,265.0,511,9,2152,124,9,2013,Oct,SocSci,Distinction
AAA,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,268,-32.0,268.0,keep,0.8333333333333334,67.33333333333333,265.0,201,7,514,58,9,2013,Oct,SocSci,Pass
AAA,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,268,-59.0,268.0,keep,0.8333333333333334,65.66666666666667,265.0,580,6,1997,108,9,2013,Oct,SocSci,Pass
AAA,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,268,-83.0,268.0,keep,0.5,29.333333333333332,646.0,165,7,513,24,9,2013,Oct,SocSci,Fail
AAA,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-18.0,268.0,keep,0.16666666666666666,10.666666666666666,817.0,44,5,146,11,9,2013,Oct,SocSci,Fail
AAA,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,268,-66.0,268.0,keep,0.8333333333333334,65.0,265.0,368,7,1277,85,9,2013,Oct,SocSci,Pass
AAA,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,268,-107.0,268.0,keep,0.8333333333333334,48.5,265.0,322,6,987,81,9,2013,Oct,SocSci,Pass
AAA,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,268,-58.0,268.0,keep,0.8333333333333334,68.33333333333333,265.0,378,9,1220,110,9,2013,Oct,SocSci,Pass
AAA,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,268,-123.0,268.0,keep,0.8333333333333334,52.166666666666664,265.0,1112,6,2742,189,9,2013,Oct,SocSci,Pass
AAA,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,268,-31.0,268.0,keep,0.8333333333333334,67.66666666666667,265.0,401,6,1081,87,9,2013,Oct,SocSci,Pass
AAA,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,268,-107.0,268.0,keep,0.6666666666666666,40.0,480.0,377,7,1476,76,9,2013,Oct,SocSci,Pass
AAA,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,268,-121.0,268.0,keep,0.8333333333333334,49.333333333333336,265.0,696,7,2230,145,9,2013,Oct,SocSci,Pass
AAA,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,268,-79.0,268.0,keep,0.8333333333333334,73.16666666666667,265.0,1835,8,12882,271,9,2013,Oct,SocSci,Distinction
AAA,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,268,-59.0,268.0,keep,0.8333333333333334,51.5,265.0,106,6,281,46,9,2013,Oct,SocSci,Pass
AAA,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,268,-100.0,268.0,keep,0.8333333333333334,55.5,265.0,460,6,1281,106,9,2013,Oct,SocSci,Pass
AAA,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,268,-47.0,268.0,keep,0.8333333333333334,65.33333333333333,265.0,1933,9,6589,232,9,2013,Oct,SocSci,Pass
AAA,M,South Region,HE Qualification,90-100%,55<=,0,60,N,268,-67.0,268.0,keep,0.8333333333333334,67.0,265.0,2133,8,10083,239,9,2013,Oct,SocSci,Pass
AAA,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,268,-32.0,268.0,keep,0.8333333333333334,67.0,265.0,610,7,1901,122,9,2013,Oct,SocSci,Pass
AAA,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,268,-165.0,268.0,keep,0.8333333333333334,48.0,265.0,494,6,1961,110,9,2013,Oct,SocSci,Pass
AAA,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-32.0,268.0,keep,0.8333333333333334,51.0,265.0,74,6,133,38,9,2013,Oct,SocSci,Pass
AAA,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,268,-64.0,268.0,keep,0.8333333333333334,62.0,265.0,448,8,1655,72,9,2013,Oct,SocSci,Pass
AAA,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,268,-103.0,268.0,keep,0.8333333333333334,54.833333333333336,265.0,136,7,301,31,9,2013,Oct,SocSci,Pass
AAA,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,268,-53.0,268.0,keep,0.8333333333333334,62.0,265.0,178,6,648,36,9,2013,Oct,SocSci,Pass
AAA,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,268,-32.0,268.0,keep,0.3333333333333333,17.666666666666668,700.0,122,6,332,27,9,2013,Oct,SocSci,Fail
AAA,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,268,-110.0,268.0,keep,0.8333333333333334,56.833333333333336,265.0,396,7,1316,111,9,2013,Oct,SocSci,Pass
AAA,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,268,-57.0,268.0,keep,0.8333333333333334,41.5,265.0,125,6,333,33,9,2013,Oct,SocSci,Pass
AAA,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,268,48.0,268.0,keep,0.8333333333333334,53.5,265.0,113,6,201,35,9,2013,Oct,SocSci,Fail
AAA,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,268,-81.0,268.0,keep,0.8333333333333334,64.33333333333333,265.0,447,7,1950,98,9,2013,Oct,SocSci,Pass
AAA,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,268,-60.0,268.0,keep,0.8333333333333334,50.333333333333336,265.0,323,8,838,72,9,2013,Oct,SocSci,Pass
AAA,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,268,-49.0,268.0,keep,0.8333333333333334,65.33333333333333,265.0,1217,7,3644,173,9,2013,Oct,SocSci,Pass
AAA,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,268,-12.0,268.0,keep,0.8333333333333334,41.0,265.0,53,4,65,18,9,2013,Oct,SocSci,Fail
AAA,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,268,-37.0,268.0,keep,0.8333333333333334,65.0,265.0,213,7,547,51,9,2013,Oct,SocSci,Pass
AAA,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,268,-18.0,268.0,keep,0.8333333333333334,67.0,265.0,737,7,2219,134,9,2013,Oct,SocSci,Distinction
AAA,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,268,-75.0,268.0,keep,0.8333333333333334,68.66666666666667,265.0,272,6,569,103,9,2013,Oct,SocSci,Pass
AAA,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,268,-49.0,268.0,keep,0.8333333333333334,61.5,265.0,316,7,761,78,9,2013,Oct,SocSci,Pass
AAA,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,268,-38.0,268.0,keep,0.5,28.5,646.0,88,7,166,27,9,2013,Oct,SocSci,Fail
AAA,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,268,-129.0,268.0,keep,0.6666666666666666,46.0,480.0,242,6,821,63,9,2013,Oct,SocSci,Fail
AAA,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,268,-38.0,268.0,keep,0.8333333333333334,47.0,265.0,403,7,891,78,9,2013,Oct,SocSci,Pass
AAA,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,268,-52.0,268.0,keep,0.8333333333333334,58.333333333333336,265.0,755,8,2129,148,9,2013,Oct,SocSci,Pass
AAA,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,268,-4.0,268.0,keep,0.8333333333333334,64.0,265.0,488,7,1465,129,9,2013,Oct,SocSci,Pass
AAA,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,268,-123.0,268.0,keep,0.8333333333333334,42.0,265.0,169,6,437,32,9,2013,Oct,SocSci,Pass
AAA,M,Wales,HE Qualification,50-60%,35-55,0,120,N,268,-60.0,268.0,keep,0.8333333333333334,46.333333333333336,265.0,124,6,292,25,9,2013,Oct,SocSci,Fail
